id,first_name,last_name,email,phone,country,city,postcode,is_active,customer_tier,total_spent,has_newsletter,created_at,updated_at
202,Alyssa,Gutierrez,derrickgonzalez@example.com,001-772-252-1752,Netherlands,Eindhoven,6372 CN,True,loyal,3070.64,True,2021-10-24 08:25:44,
203,Adam,Hill,barbaramoore@example.org,,Germany,Frankfurt,44995,True,new,45.29,False,2023-10-22 02:38:38,
204,David,Hamilton,epowell@example.com,2082350583,United States,Austin,25495,True,casual,682.93,True,2024-12-16 22:21:56,
205,Courtney,Wright,larry16@example.net,001-742-810-4478,Australia,Sydney,7232,True,casual,798.33,True,2023-07-06 15:35:53,
206,Pamela,Cowan,wendy75@example.org,(460)333-2309,Canada,Calgary,Y7Y 3K9,True,new,78.83,False,2021-09-12 08:41:33,
207,Michael,Santos,brooksdanielle@example.net,+1-609-901-0016x761,Germany,Cologne,80341,True,new,24.68,False,2022-04-11 13:48:13,
208,Jacqueline,Harris,turnerdorothy@example.net,549.592.6189x14117,Spain,Madrid,43447,True,casual,1636.51,True,2024-10-16 01:35:48,
209,Kimberly,Decker,michaelortiz@example.org,3873375300,Spain,Valencia,11426,True,new,38.17,True,2024-05-15 04:04:32,
210,Mary,Caldwell,stacychan@example.org,001-714-737-4470x120,United Kingdom,Edinburgh,B2 8BK,True,new,27.0,True,2024-06-24 07:19:42,
211,Ronald,Wilson,smithdevon@example.net,(455)379-4155,Canada,Calgary,T6R 1Y2,True,vip,14168.92,False,2023-12-17 11:36:09,
212,Richard,Rivers,mary76@example.net,(912)402-1697,United States,Boston,12979,True,vip,32076.2,False,2023-07-16 23:33:25,
213,Cheryl,Maxwell,huffmannichole@example.net,(777)216-7014,Spain,Valencia,20166,True,new,28.27,False,2023-05-07 09:56:01,
214,Janet,Gregory,tiffanysantiago@example.com,489.916.3756x28900,United States,Los Angeles,37011,True,casual,291.7,True,2021-07-29 01:34:25,
215,Melissa,Booth,waltonmalik@example.com,908-338-6631x779,United States,Houston,67535,True,new,80.96,False,2022-12-30 01:36:10,
216,Melissa,West,hooperjulie@example.org,666-508-8019,Germany,Stuttgart,85511,True,vip,38028.69,False,2023-09-18 19:10:58,
217,Diamond,Bryant,michael03@example.com,789-397-5711x30554,Germany,Frankfurt,49387,True,loyal,2018.14,False,2023-05-05 20:57:49,
218,Brandon,Martin,lydianewton@example.com,549-733-1637,Netherlands,Eindhoven,9120 BM,True,casual,1593.03,True,2024-03-30 04:56:57,
219,Daniel,Perry,bartonshannon@example.net,001-982-470-8086,Spain,Barcelona,24768,True,new,128.63,True,2023-07-24 08:31:56,
220,Heather,Thompson,dalesandoval@example.net,686-769-3465x47226,Netherlands,Eindhoven,9683 EN,True,new,38.25,False,2023-01-25 12:50:36,
221,Jennifer,Walls,jamesweber@example.com,+1-652-828-8515x8799,Germany,Berlin,45187,True,new,101.05,False,2024-03-17 19:40:57,
222,Lindsey,Mills,jamesbrian@example.org,242.744.2043,Germany,Frankfurt,37379,True,casual,676.06,False,2023-11-01 11:37:06,
223,Lisa,Garcia,juliahoffman@example.org,540.766.6580x04397,Spain,Barcelona,49610,True,casual,853.6,True,2022-09-28 09:36:19,
224,Kari,Payne,kimberlybrandt@example.com,621.422.8160x648,Canada,Montreal,L5X 7T1,True,new,114.24,False,2024-12-29 15:44:35,
225,Eugene,Singleton,riverajenna@example.org,7253909479,Germany,Stuttgart,29126,True,new,39.12,False,2021-02-20 09:26:36,
226,Kristen,Stewart,susanmeyer@example.net,(768)786-1533,Canada,Vancouver,R9K 7Y5,True,new,114.5,False,2023-03-11 11:40:24,
227,Michael,Robinson,wbarajas@example.net,7158739930,Canada,Vancouver,G8V 2Y0,True,new,125.86,True,2021-04-16 02:04:55,
228,Ruth,Landry,uscott@example.com,5857887704,France,Lille,40334,True,new,106.08,True,2021-07-31 04:03:24,
229,Willie,Vaughan,teresaayala@example.net,,Spain,Seville,11030,True,casual,1111.2,True,2021-01-21 13:03:10,
230,Adrian,Jones,michellecoleman@example.org,386.312.0750,Australia,Sydney,6114,True,new,120.93,False,2024-08-30 17:51:54,
231,Brian,Bauer,andrewsjeremy@example.com,(267)366-5061x80919,Germany,Cologne,79003,True,new,122.28,True,2023-02-24 05:39:52,
232,Michael,Shaw,kristin49@example.org,476-660-7283x2684,Germany,Stuttgart,39603,True,new,102.61,False,2023-07-21 23:43:49,
233,Erica,Sloan,susan08@example.net,(310)609-9688,United Kingdom,Glasgow,N7 9SB,True,casual,1435.41,True,2021-01-30 08:39:20,
234,Jason,Figueroa,jason82@example.org,(939)343-1290,United Kingdom,Edinburgh,B4 4VS,True,new,6.98,True,2023-04-23 06:18:44,
235,Kelly,Jones,gonzalezbeverly@example.com,(623)414-9135x775,United States,Los Angeles,51220,True,casual,1926.79,True,2021-02-18 15:33:07,
236,Ariana,Diaz,susan20@example.com,936.745.2577,United Kingdom,Birmingham,F4 7YU,True,new,57.58,False,2023-10-28 15:34:11,
237,Kim,Tucker,thompsoncatherine@example.com,(883)541-1080,Canada,Toronto,E6K 1N9,True,new,145.34,False,2024-05-17 12:19:22,
238,Rebecca,Arnold,jvaldez@example.com,(539)442-7881x6580,Germany,Hamburg,82487,True,new,64.78,False,2024-03-12 09:51:56,
239,Katherine,Taylor,haroldfry@example.net,(775)503-7314,Germany,Stuttgart,19634,True,casual,609.15,True,2021-09-12 21:11:51,
240,Brad,Clark,paul70@example.org,+1-351-684-4989x2665,Canada,Toronto,C0M 7P4,True,new,19.88,True,2021-11-14 14:55:37,
241,Nicholas,Solomon,wgomez@example.com,490.482.7231x8432,United States,New York,56388,False,new,89.54,False,2021-10-17 03:22:27,
242,Michael,Love,guerrerorobert@example.com,001-417-477-3926x030,United Kingdom,Bristol,U4 9FY,True,new,25.43,True,2024-03-28 21:26:15,
243,Crystal,Williams,brianscott@example.org,869.490.4137x97723,Australia,Perth,4455,True,new,117.4,False,2025-02-13 10:54:13,
244,Laura,Hoover,cindydixon@example.org,001-857-499-1366x210,Germany,Frankfurt,24021,True,new,45.7,False,2022-02-25 22:49:53,
245,Catherine,Thompson,richamanda@example.org,772-298-0686,Canada,Calgary,N6G 4N9,True,loyal,5571.58,True,2022-09-17 00:34:20,
246,Heidi,Patterson,yclarke@example.com,001-691-862-4731,Spain,Bilbao,25887,True,casual,814.51,False,2023-10-10 11:50:21,
247,Jonathan,Smith,lanedavid@example.org,(735)665-1269x4486,France,Lille,82102,True,casual,1910.71,True,2021-03-25 15:00:36,
248,Victoria,Sanders,robertbowers@example.com,(858)487-4495,United Kingdom,Glasgow,Y8 3XK,True,new,37.9,True,2023-01-22 22:24:22,
249,Melissa,Hopkins,seanlyons@example.org,838-265-8902,Spain,Bilbao,36267,True,new,138.52,False,2025-04-23 23:46:35,
250,Linda,Morrow,bfrost@example.org,643-251-9066,United Kingdom,London,H6 3XW,True,vip,37287.46,False,2021-05-18 15:00:02,
251,Sonya,Wilkins,mgonzales@example.net,443.309.8839x20530,Netherlands,Amsterdam,1172 DJ,True,new,76.6,False,2022-11-21 17:36:01,
252,Wendy,Chan,elizabeth69@example.org,901.818.4895x54393,Netherlands,Utrecht,9199 EM,True,new,72.42,True,2021-03-18 07:31:27,
253,Bailey,Green,jhunter@example.org,745.918.4894x76973,France,Marseille,50880,True,loyal,5370.33,True,2023-12-02 20:54:21,
254,Erin,Mosley,olsonjonathan@example.com,,Spain,Valencia,14402,True,new,6.7,False,2023-07-22 21:18:46,
255,Cynthia,Gamble,laurengutierrez@example.com,780.543.4165x18275,France,Lille,41970,True,new,26.17,True,2025-05-23 03:17:39,
256,Patricia,Adams,victorgonzalez@example.net,343.333.3952,Netherlands,Rotterdam,4053 XY,True,new,59.34,False,2024-09-04 14:16:49,
257,Samantha,Lowe,waustin@example.net,4756957947,United States,Austin,38153,True,new,41.75,False,2022-10-02 08:24:11,
258,Raymond,Christensen,brianlloyd@example.com,+1-908-756-2718,France,Marseille,52727,True,casual,969.35,True,2022-09-05 06:55:23,
259,Hannah,Smith,nicolasgarcia@example.com,+1-942-884-3479x552,Netherlands,Eindhoven,7431 VD,True,casual,768.77,True,2023-12-17 23:08:29,
260,Jason,Haynes,michael64@example.com,(892)893-1438,United Kingdom,Bristol,E6 2HK,True,loyal,3055.88,False,2021-12-30 08:20:33,
261,James,Marsh,thomassmith@example.com,428.285.7448x9061,Netherlands,Utrecht,4043 SX,True,new,83.24,False,2022-06-23 05:19:22,
262,Jason,King,colematthew@example.com,(488)645-0615x939,United States,Boston,57059,True,new,72.69,True,2021-01-30 18:35:35,
263,Michael,Nunez,champton@example.org,(494)772-2569x9611,Netherlands,Utrecht,7809 ZR,True,casual,417.78,True,2025-02-27 08:04:37,
264,Jeremy,Stewart,jennifer96@example.com,359.587.6220x234,Germany,Cologne,47836,True,new,117.11,False,2022-06-07 14:34:12,
265,Garrett,Garcia,zunigathomas@example.org,8686114921,United Kingdom,Birmingham,U6 9BR,True,new,148.47,True,2022-11-10 23:40:03,
266,Jerome,Rojas,isims@example.net,(900)455-7784,United States,Houston,44447,True,new,129.33,True,2023-12-19 23:46:58,
267,Tara,Wolfe,brittanybryant@example.net,+1-796-888-4578x3174,Germany,Stuttgart,87060,True,loyal,8818.91,False,2023-12-26 08:55:49,
268,Jordan,Torres,millskatherine@example.org,(547)280-7740x649,Germany,Berlin,84720,True,casual,1111.33,True,2023-12-26 22:41:52,
269,Amy,Lopez,kfoster@example.net,001-666-834-1638x944,Australia,Adelaide,9374,True,new,20.34,False,2021-10-23 20:30:10,
270,Jacob,Jones,keithwalsh@example.net,349.673.5020x802,France,Lille,27392,True,new,21.94,False,2023-02-15 17:17:04,
271,Joseph,Espinoza,halledward@example.com,356.447.5705,France,Bordeaux,92890,True,new,94.17,False,2023-04-15 21:00:10,
272,Brian,Rowe,danielshunter@example.com,,Netherlands,Eindhoven,5558 ZM,True,casual,1905.48,True,2024-11-13 16:33:52,
273,Lisa,Clayton,villegasjennifer@example.com,001-273-303-7183x764,Spain,Valencia,14150,True,casual,513.88,True,2024-05-20 15:50:41,
274,Jon,Little,michaelwilliams@example.net,,Canada,Ottawa,G9V 5B0,True,loyal,6822.53,False,2021-11-06 08:49:50,
275,Jeff,Rodriguez,knguyen@example.com,001-416-730-0979,Spain,Madrid,38036,True,new,149.35,False,2022-09-21 13:56:18,
276,Kelli,Wright,ndavis@example.com,001-500-252-8127x358,Australia,Sydney,7362,True,loyal,3628.31,True,2024-01-25 20:00:36,
277,Hannah,Howard,johnwilliams@example.net,684.487.3928x557,Australia,Melbourne,5516,True,new,105.55,True,2021-10-11 08:18:15,
278,Casey,Moore,lori85@example.com,7863209593,Spain,Madrid,10528,True,new,122.57,False,2023-12-04 10:44:43,
279,Dominique,Ryan,rlee@example.com,001-482-294-5651x181,Netherlands,Amsterdam,2678 DL,True,new,132.15,True,2024-02-16 23:23:08,
280,James,Washington,johnsondarlene@example.com,+1-378-999-4053x9103,France,Paris,79534,True,new,91.55,True,2021-01-27 07:55:20,
281,Laurie,Brown,yshort@example.net,3943801413,Netherlands,Eindhoven,8248 GC,True,casual,366.02,True,2021-11-09 03:13:19,
282,Jessica,Schmidt,jamessandoval@example.net,+1-828-786-1957x6122,France,Lyon,46302,True,new,37.23,False,2021-09-19 18:02:23,
283,Diane,Ferguson,umahoney@example.net,956-965-9398x36845,United States,Boston,96298,True,loyal,3246.29,False,2023-07-27 04:36:17,
284,Susan,Smith,birdcaitlin@example.net,(440)343-3504,Germany,Frankfurt,60578,True,casual,558.06,False,2021-12-17 06:46:36,
285,Benjamin,Kelly,josephpreston@example.org,,Canada,Montreal,G6S 5Y2,True,new,143.17,False,2025-01-03 09:23:45,
286,Jesse,Shepherd,duncanashley@example.org,001-315-272-7919x409,United States,New York,62163,True,new,42.97,False,2025-04-23 23:37:28,
287,Sandra,Cook,hbutler@example.org,001-590-460-4805x892,France,Marseille,20957,True,new,11.85,False,2023-08-21 20:19:57,
288,Brent,Dennis,wmaddox@example.net,001-781-336-4622,United Kingdom,Birmingham,P4 1HC,True,new,17.4,False,2024-09-11 21:26:41,
289,Thomas,Mcgee,zbaker@example.net,(522)378-3769x38983,France,Paris,11660,True,casual,1432.85,True,2022-03-03 07:15:11,
290,Joseph,Jordan,rodriguezrobert@example.com,(435)959-0425x979,Australia,Melbourne,5046,True,casual,1524.58,False,2022-01-30 08:37:55,
291,Brady,Meyers,ginamoore@example.net,310-639-2405,Canada,Calgary,L8C 4C7,True,loyal,5841.65,True,2024-11-15 06:00:23,
292,Shannon,Johnson,jodylewis@example.net,,United Kingdom,Edinburgh,Y2 4TA,True,new,128.8,True,2021-05-17 19:42:15,
293,Alexandra,Green,jdean@example.net,001-606-298-0420x439,France,Paris,82465,True,loyal,3408.38,True,2024-07-26 22:26:31,
294,Steven,Landry,pricejoseph@example.net,(310)446-3681x579,Canada,Toronto,X0H 3X0,True,loyal,2085.87,True,2024-05-30 15:07:25,
295,James,Rasmussen,williamssandra@example.com,876-220-5554x38404,Spain,Madrid,34177,True,new,43.74,False,2022-09-16 11:07:33,
296,Sherry,Avery,edwardprince@example.net,,Spain,Barcelona,45819,True,new,22.58,False,2023-02-01 13:59:04,
297,Derrick,Blair,robertberry@example.com,495-878-2329x8324,United States,Chicago,10191,True,casual,1713.11,False,2024-03-15 01:05:05,
298,Wendy,Daugherty,dianacunningham@example.org,618-481-2520x56647,Spain,Madrid,19330,True,new,13.95,False,2023-05-20 09:17:04,
299,Kimberly,Rodriguez,anthonyodom@example.net,499-993-9330x517,Canada,Calgary,C9E 8G6,True,casual,1224.6,True,2021-08-21 11:45:54,
300,Jennifer,Brooks,ihenry@example.org,530.360.4633,Canada,Calgary,N5T 4K1,True,new,20.42,False,2022-09-22 19:20:56,
301,Gregory,Blevins,fcamacho@example.net,273-366-0965x69998,Canada,Calgary,E8P 3T4,True,new,39.75,True,2024-12-10 13:37:34,
302,Shannon,Wilcox,richjohn@example.net,(408)868-0347x6447,United States,Los Angeles,52964,True,loyal,2275.31,True,2022-04-06 19:49:27,
303,Kelly,Ellison,stevenlucas@example.org,001-981-529-8266x570,Australia,Melbourne,2254,True,casual,1723.74,True,2024-06-10 09:40:11,
304,Nicole,Davis,heather21@example.org,875-818-6892,France,Paris,11567,True,new,124.56,False,2021-07-11 14:23:14,
305,Bradley,Jackson,ariana22@example.org,(406)544-7421,United Kingdom,Edinburgh,V5 2AC,True,new,135.37,False,2022-09-07 09:20:01,
306,Adam,Cannon,ellismelissa@example.net,9973339776,Canada,Toronto,B7B 2S6,True,loyal,1750.6,False,2025-03-22 09:51:55,
307,Carolyn,Smith,christine83@example.org,(620)750-2099,Australia,Perth,9237,True,new,5.2,False,2022-04-07 18:45:40,
308,Samantha,Williams,kchaney@example.net,799-898-2795x0145,Spain,Madrid,15748,True,new,57.45,False,2023-05-20 05:36:34,
309,Lori,Chang,carterdennis@example.net,358-968-3390x198,United States,Houston,57069,True,new,81.68,False,2025-01-30 07:51:51,
310,Jennifer,Jacobs,ronald54@example.net,001-995-429-9787,France,Paris,51795,True,new,4.4,False,2022-11-12 11:19:45,
311,Nicole,Hall,tiffany01@example.org,513.696.6055x830,Canada,Ottawa,K2E 3K4,True,new,114.61,False,2021-06-23 16:51:04,
312,Jonathan,Jones,william50@example.org,+1-455-969-9023x5577,France,Lyon,41005,False,new,120.93,False,2023-09-16 00:07:27,
313,Eric,Murray,steven60@example.net,,France,Bordeaux,34672,True,casual,1130.04,True,2025-03-10 07:05:05,
314,Kevin,Hardy,angela03@example.net,+1-455-312-4056x8299,United States,Seattle,72650,True,casual,730.29,False,2021-01-03 02:57:54,
315,Michelle,Walton,jennifer46@example.org,335.974.3842x1503,Canada,Toronto,A2G 1X5,True,new,56.04,False,2021-08-14 08:20:54,
316,William,Lloyd,jamesmclean@example.net,645.221.8230x76810,France,Lyon,67261,True,new,97.38,True,2025-02-22 16:15:59,
317,Gloria,Wheeler,cookpamela@example.org,340.694.3533x44857,Canada,Vancouver,H6M 4G2,True,loyal,9564.7,False,2021-01-06 14:03:41,
318,Edward,Hill,mullenanita@example.org,585.485.4249,United States,Los Angeles,88956,True,vip,55893.99,False,2023-09-16 15:58:21,
319,Charles,Austin,amber02@example.org,701.660.1662x9979,France,Marseille,20198,True,loyal,4447.89,True,2023-01-10 10:15:45,
320,Martin,Gonzalez,beltrankatelyn@example.com,,Canada,Calgary,A4J 3C5,True,loyal,8189.67,False,2023-03-09 09:48:11,
321,Ashley,Davis,tdavis@example.net,+1-977-933-2945x6255,France,Toulouse,74629,True,new,52.68,False,2024-03-22 14:51:23,
322,Anthony,Alvarez,timothy24@example.com,,Germany,Munich,69151,True,casual,1618.47,True,2021-08-18 00:10:13,
323,Cassandra,Anderson,sullivanjennifer@example.org,981-848-7696x39382,Canada,Vancouver,R2C 8C5,True,new,105.68,False,2025-02-08 19:27:48,
324,Carl,Clark,bmueller@example.net,983-421-9719x97581,United States,New York,53397,True,new,146.16,False,2022-10-01 14:57:14,
325,Kyle,Sullivan,jenningscandace@example.com,970-513-2902x27846,Australia,Brisbane,3945,True,new,7.45,False,2021-10-26 00:00:35,
326,Jamie,Rich,ashley46@example.net,(219)209-8624x058,Netherlands,Amsterdam,5825 YX,True,new,29.95,True,2025-02-01 07:52:52,
327,Jacqueline,Hoover,daniel40@example.org,(896)756-6668x32723,United Kingdom,Birmingham,N8 8YJ,True,new,96.28,False,2021-10-11 03:39:28,
328,Mary,Moore,dennisjones@example.org,(876)421-2679,United States,Chicago,67637,True,new,39.51,False,2024-12-15 21:14:05,
329,Shawn,Coleman,ocruz@example.org,(990)797-3846x89500,United Kingdom,London,Y6 9PV,True,casual,1151.84,False,2022-12-08 20:34:51,
330,Daniel,Olson,thomasjessica@example.com,281.789.1371x894,Spain,Bilbao,25443,True,new,44.83,False,2025-01-19 16:41:23,
331,Amanda,Smith,ehunt@example.net,001-956-454-4209x494,France,Paris,68856,True,casual,1903.22,True,2022-06-22 02:47:25,
332,Ashley,Douglas,lisa90@example.com,312.481.4429x4440,United Kingdom,Bristol,P4 3WJ,True,new,136.62,False,2023-09-21 10:14:59,
333,Renee,Stevenson,lwood@example.com,001-837-828-0512x927,Canada,Montreal,X7A 9X6,True,new,62.17,True,2021-12-16 14:00:46,
334,John,Alexander,jasonnavarro@example.com,9415027674,United Kingdom,Edinburgh,D5 9MP,True,loyal,4755.87,True,2023-04-01 15:27:16,
335,Noah,Thornton,hbaker@example.com,7478658018,France,Bordeaux,89777,True,new,5.82,False,2024-06-02 02:24:25,
336,Cheryl,Pearson,matthew41@example.com,+1-296-373-9385x2580,Australia,Brisbane,2165,True,casual,1653.03,True,2023-11-16 17:07:14,
337,Alexander,Davis,jenningsmichael@example.net,343-400-9109x3911,United Kingdom,Manchester,E5 8LJ,True,casual,1249.46,True,2024-07-18 20:49:37,
338,Nicholas,Gallagher,pauladominguez@example.com,871-774-6542x1406,Spain,Bilbao,34504,True,new,77.29,True,2021-06-24 15:00:35,
339,Wendy,Scott,gregory17@example.org,+1-662-371-2863x917,United States,Los Angeles,35265,True,new,125.55,True,2022-09-16 15:16:23,
340,Austin,Jones,kimberly07@example.org,+1-800-864-2569x0877,Australia,Brisbane,8746,True,casual,1059.74,False,2024-12-13 06:38:14,
341,Megan,Norman,fernandezaaron@example.net,001-371-998-5546x015,Spain,Barcelona,41102,True,new,51.64,False,2023-12-23 15:59:18,
342,Kathleen,Roberts,gregorywilliams@example.com,+1-534-961-5717x3203,United States,Houston,16507,True,new,128.07,False,2022-05-22 03:15:23,
343,Paul,Sparks,victor70@example.org,205-406-1387x82931,Germany,Hamburg,95404,True,new,76.99,False,2024-06-26 07:04:11,
344,Tracy,Smith,sanchezdeborah@example.org,(304)317-9291,France,Lille,32701,True,new,33.57,False,2021-01-27 07:06:05,
345,Tyler,Lloyd,bryanharris@example.com,001-365-319-8253x092,Australia,Perth,9335,True,casual,1718.01,True,2024-03-15 16:02:38,
346,Joshua,Todd,heathertran@example.com,990.321.9620,Netherlands,Eindhoven,2676 AT,True,new,84.22,False,2024-03-08 16:35:37,
347,Adam,White,mannbrittney@example.com,(472)932-4876x32909,Canada,Montreal,N4L 4J2,True,new,114.82,False,2025-05-27 04:12:19,
348,Cheryl,Miller,michael08@example.org,918.519.5883,Canada,Vancouver,A7M 4S6,True,casual,1499.79,True,2024-04-21 07:52:34,
349,Joshua,Lee,ginaschmitt@example.com,222.300.5436x4597,Germany,Stuttgart,80075,True,new,135.98,False,2025-01-18 01:23:15,
350,Joy,Buckley,ericjohnson@example.net,713-579-9563,France,Marseille,22793,True,loyal,2587.53,True,2025-01-02 15:57:59,
351,Kimberly,Nguyen,youngrobert@example.org,(831)779-7062x3972,Canada,Toronto,K5K 4S5,True,new,39.08,True,2024-02-29 18:39:02,
352,Derek,Cortez,theresa35@example.org,4907421776,United Kingdom,Glasgow,G9 2YN,True,loyal,5011.41,False,2023-07-16 23:01:02,
353,Jeffrey,Phillips,kristinelittle@example.net,(998)931-6873,Spain,Barcelona,30734,True,new,116.84,False,2022-07-15 08:22:30,
354,Joshua,Blair,johnhamilton@example.org,001-229-806-0078,United States,Houston,45851,True,casual,1546.27,True,2022-10-13 12:40:51,
355,Amanda,Mendoza,chavezjohn@example.net,001-206-932-5431x074,United Kingdom,Manchester,W7 7NP,True,casual,828.3,True,2025-01-23 05:32:40,
356,Steven,Taylor,xlopez@example.net,501.365.8046x498,Canada,Ottawa,J0A 3K5,True,new,19.34,False,2023-08-28 15:17:08,
357,Christine,Rogers,robertsonrenee@example.com,4163579055,Australia,Brisbane,5734,True,loyal,5186.15,False,2023-11-16 14:48:52,
358,Ann,Ayala,tinaallen@example.org,+1-779-733-5548x6401,Germany,Munich,62873,True,new,34.26,False,2021-03-01 10:02:37,
359,Shaun,Mason,harrisonamanda@example.net,379-451-3711x6241,France,Paris,58049,True,casual,812.87,False,2021-04-27 02:01:08,
360,Joshua,Terry,nhernandez@example.net,+1-304-268-2756x7043,United States,Austin,24170,True,casual,191.65,True,2021-03-03 08:03:11,
361,Monica,Hall,robert55@example.com,001-488-677-4924,France,Lyon,99881,True,new,45.17,False,2021-01-29 21:47:51,
362,Jeremy,Watson,kayla02@example.com,272-792-8422x2231,France,Toulouse,23751,True,casual,1465.66,True,2025-05-09 10:31:34,
363,Autumn,Alexander,jack80@example.net,952-757-8284x10672,Germany,Hamburg,78569,True,new,53.69,False,2022-09-19 13:50:34,
364,Eric,Cordova,deborah47@example.com,001-892-597-5170x281,Spain,Valencia,25368,True,loyal,1608.37,True,2021-01-09 12:09:36,
365,Sean,Davis,franklinjames@example.net,843.501.8718,United Kingdom,Edinburgh,C2 5XH,True,new,148.3,True,2024-11-20 01:50:24,
366,Tracy,Morrison,kerrmichael@example.org,001-365-565-0455x478,United States,Boston,48085,True,new,120.24,False,2024-01-25 03:33:07,
367,Jessica,Wallace,slara@example.org,001-366-829-9123x478,United States,New York,28139,True,casual,724.46,False,2022-06-14 18:19:01,
368,Christopher,Ortiz,robert87@example.net,001-623-626-4870,Canada,Montreal,H1R 6T4,True,casual,1410.81,True,2024-04-13 09:01:52,
369,Troy,Singh,anthonysmith@example.com,771-946-2730x1471,France,Lille,17686,True,new,15.56,False,2022-05-11 05:22:57,
370,Ariana,Oneill,hmccann@example.com,690.742.9025x72520,Netherlands,The Hague,1472 YE,True,new,138.06,True,2025-02-09 21:01:46,
371,Robert,Barr,brandon48@example.net,783-621-9285,Canada,Toronto,X9K 5X8,True,new,64.93,False,2021-10-23 21:46:07,
372,Joseph,Wolfe,cody95@example.org,3285457652,France,Bordeaux,90335,True,casual,122.13,False,2021-06-19 12:44:40,
373,Eric,Walker,laurahansen@example.net,488.916.7112x07545,France,Paris,74441,True,new,36.13,False,2023-09-24 04:11:25,
374,Pamela,Harper,gerald40@example.net,332-823-4232,Netherlands,Rotterdam,2291 RR,True,casual,267.24,True,2024-10-24 04:39:08,
375,Hannah,Bowers,smithtodd@example.com,6312089071,United States,New York,62879,True,casual,168.08,True,2024-07-05 02:11:27,
376,Carl,Contreras,pattonsamantha@example.org,001-732-750-1249,Australia,Adelaide,6606,True,vip,42038.99,True,2022-10-05 15:56:48,
377,Ethan,Mason,williamjones@example.net,001-408-933-4280x138,Spain,Valencia,46710,True,loyal,7591.59,True,2025-01-09 23:24:15,
378,Emily,Rodriguez,tina63@example.net,961.751.7182,United States,Chicago,56548,True,casual,1140.61,True,2023-06-27 03:52:21,
379,Janet,Hawkins,millertristan@example.com,779-447-3864x6317,Netherlands,Amsterdam,5166 WG,True,new,18.11,False,2022-08-06 16:14:59,
380,Alexander,Craig,sandersalexandra@example.net,712-566-9121,Canada,Toronto,S0E 7T9,True,new,20.2,False,2025-04-16 11:41:46,
381,Matthew,Larson,bmartinez@example.net,449.994.6579x6784,Spain,Bilbao,21613,True,loyal,7709.2,True,2022-06-24 12:18:08,
382,Daniel,King,ihall@example.org,401-670-2695,Netherlands,Utrecht,5067 JN,True,loyal,9749.18,True,2023-12-02 05:24:18,
383,Christy,Davis,guerreroapril@example.com,234.877.8485x880,Australia,Adelaide,9050,True,casual,1452.56,False,2023-09-03 06:53:06,
384,Nicole,Wilson,yedwards@example.com,900.328.4276x246,Australia,Brisbane,9546,True,casual,1964.54,False,2022-02-17 04:43:15,
385,Ashley,Henry,kalvarez@example.net,,Canada,Toronto,P8V 9S8,True,casual,1767.21,True,2023-06-08 08:20:06,
386,Brian,Baker,wjensen@example.com,700-790-2559x05616,United States,Austin,17419,True,new,40.05,False,2022-09-14 01:48:16,
387,Robert,Brown,johnwong@example.net,214-915-2085,United States,Austin,48684,True,new,113.04,True,2022-09-26 19:24:34,
388,Diane,Henderson,sadams@example.com,001-905-369-6591,Germany,Stuttgart,94819,True,loyal,3519.56,False,2024-04-23 05:29:28,
389,Hannah,Harris,wshaw@example.net,629-845-6371x83440,Netherlands,Utrecht,7825 YL,True,casual,124.63,True,2021-06-17 03:46:56,
390,Linda,Weber,robbinsbelinda@example.net,741-598-7635x14846,Germany,Stuttgart,94886,True,loyal,7918.42,True,2024-02-17 12:45:54,
391,Robert,King,jpowers@example.org,8822973748,Australia,Perth,3453,True,vip,17722.78,True,2021-08-20 08:48:38,
392,Alexa,Diaz,johnfrancis@example.com,(365)413-6442x49363,Australia,Melbourne,3318,True,new,0.85,False,2023-03-04 07:22:57,
393,James,Sanchez,steven86@example.com,+1-203-224-2044x8207,United States,Boston,91968,True,loyal,5669.68,True,2023-07-25 15:43:51,
394,Michele,Miller,michelle65@example.net,+1-316-523-1981x8984,Germany,Munich,78236,True,new,117.94,True,2021-07-31 19:36:21,
395,Carol,Mejia,mark96@example.net,001-236-932-1234x764,Germany,Stuttgart,53500,True,new,54.12,True,2023-10-26 14:06:36,
396,Amanda,Lyons,stewartrodney@example.net,242.257.5409,United States,New York,97679,True,vip,31174.7,False,2023-12-12 00:10:25,
397,Hannah,Mccormick,johnnycruz@example.net,001-551-683-7606x441,Canada,Calgary,E6L 8M0,True,vip,50749.67,True,2025-05-25 20:27:28,
398,Jason,Zamora,zwelch@example.net,(704)817-7656x12481,Germany,Hamburg,77357,True,new,142.23,True,2021-09-13 20:07:17,
399,Carrie,Li,shawn00@example.net,+1-527-420-6345x9112,United Kingdom,Manchester,Y4 7DG,True,new,96.98,False,2024-09-14 05:40:47,
400,Melanie,Jennings,shannon24@example.org,+1-295-543-1652x6693,Canada,Toronto,C1B 2L8,True,new,86.24,True,2021-08-07 20:32:34,
401,Rebecca,Mccann,josechristian@example.org,(896)994-2152x9108,Netherlands,The Hague,1276 NY,True,casual,1116.19,False,2022-01-03 13:31:01,
402,Margaret,Snyder,jenniferlee@example.com,476-226-3934x3626,United Kingdom,Birmingham,T2 5YK,True,casual,634.88,False,2021-09-26 18:17:48,
